subjID,age,dob,dot,gender,language,condition,trial_type,trial_index,stimulus,pointvals_firsthalf,button_pressed,earnedThis,earnedCumulative,posttest,responses,time_elapsed
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,52,NA,6312,3,NA,NA,NA,NA,751149
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,51,sound/3star.wav,6312,NA,3,70,NA,NA,750303
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,28,NA,6312,1,NA,NA,NA,NA,718402
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,53,sound/2star.wav,6312,NA,2,72,NA,NA,752653
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,0,NA,6312,0,NA,NA,NA,NA,618211
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,31,sound/6star.wav,6312,NA,6,42,NA,NA,722596
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,32,NA,6312,3,NA,NA,NA,NA,723598
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,29,sound/3star.wav,6312,NA,3,36,NA,NA,719906
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,30,NA,6312,0,NA,NA,NA,NA,721090
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,35,sound/1star.wav,6312,NA,1,45,NA,NA,727439
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,36,NA,6312,1,NA,NA,NA,NA,728333
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,37,sound/3star.wav,6312,NA,3,48,NA,NA,729840
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,38,NA,6312,0,NA,NA,NA,NA,731006
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,39,sound/6star.wav,6312,NA,6,54,NA,NA,732510
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,40,NA,6312,2,NA,NA,NA,NA,734028
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,41,sound/1star.wav,6312,NA,1,55,NA,NA,735535
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,42,NA,6312,3,NA,NA,NA,NA,736892
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,43,sound/2star.wav,6312,NA,2,57,NA,NA,738396
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,44,NA,6312,1,NA,NA,NA,NA,739655
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,45,sound/3star.wav,6312,NA,3,60,NA,NA,741160
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,33,sound/2star.wav,6312,NA,2,44,NA,NA,725103
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,34,NA,6312,2,NA,NA,NA,NA,725932
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,48,NA,6312,2,NA,NA,NA,NA,745379
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,49,sound/1star.wav,6312,NA,1,67,NA,NA,746883
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,50,NA,6312,1,NA,NA,NA,NA,748795
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,170,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",6312,0,NA,NA,correct,NA,939573
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,171,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",6312,4,NA,NA,correct,NA,946241
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,54,NA,6312,2,NA,NA,NA,NA,754568
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,55,sound/1star.wav,6312,NA,1,73,NA,NA,756071
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,56,NA,6312,3,NA,NA,NA,NA,756919
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,57,sound/2star.wav,6312,NA,2,75,NA,NA,758424
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,58,NA,6312,1,NA,NA,NA,NA,759353
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,59,sound/3star.wav,6312,NA,3,78,NA,NA,760859
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,46,NA,6312,0,NA,NA,NA,NA,742195
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,47,sound/6star.wav,6312,NA,6,66,NA,NA,743706
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,61,sound/6star.wav,6312,NA,6,84,NA,NA,763280
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,62,NA,6312,0,NA,NA,NA,NA,764424
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,63,sound/6star.wav,6312,NA,6,90,NA,NA,765973
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,64,NA,6312,1,NA,NA,NA,NA,772049
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,65,sound/3star.wav,6312,NA,3,93,NA,NA,773554
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,66,NA,6312,2,NA,NA,NA,NA,774367
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,67,sound/1star.wav,6312,NA,1,94,NA,NA,775872
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,68,NA,6312,3,NA,NA,NA,NA,776730
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,69,sound/2star.wav,6312,NA,2,96,NA,NA,778235
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,70,NA,6312,0,NA,NA,NA,NA,779191
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,71,sound/6star.wav,6312,NA,6,102,NA,NA,780697
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,72,NA,6312,1,NA,NA,NA,NA,782602
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,73,sound/3star.wav,6312,NA,3,105,NA,NA,784106
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,74,NA,6312,2,NA,NA,NA,NA,784849
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,75,sound/1star.wav,6312,NA,1,106,NA,NA,786356
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,76,NA,6312,3,NA,NA,NA,NA,787103
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,77,sound/2star.wav,6312,NA,2,108,NA,NA,788608
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,78,NA,6312,2,NA,NA,NA,NA,789333
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,79,sound/1star.wav,6312,NA,1,109,NA,NA,790838
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,80,NA,6312,3,NA,NA,NA,NA,792213
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,81,sound/2star.wav,6312,NA,2,111,NA,NA,793718
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,82,NA,6312,0,NA,NA,NA,NA,794652
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,83,sound/6star.wav,6312,NA,6,117,NA,NA,796157
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,84,NA,6312,1,NA,NA,NA,NA,797172
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,85,sound/3star.wav,6312,NA,3,120,NA,NA,798676
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,86,NA,6312,3,NA,NA,NA,NA,799892
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,87,sound/2star.wav,6312,NA,2,122,NA,NA,801399
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,88,NA,6312,2,NA,NA,NA,NA,802405
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,89,sound/1star.wav,6312,NA,1,123,NA,NA,803911
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,90,NA,6312,0,NA,NA,NA,NA,804604
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,91,sound/6star.wav,6312,NA,6,129,NA,NA,806108
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,92,NA,6312,1,NA,NA,NA,NA,807012
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,172,Which monster did you like the most?</p>,6312,2,NA,NA,NA,NA,950734
I025,NA,NA,6/7/19,NA,NA,static,survey-text,173,NA,6312,NA,NA,NA,NA,"{""Q0"":""Favorite color""}",967855
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,14,NA,6312,2,NA,NA,NA,NA,695688
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,15,sound/1star.wav,6312,NA,1,13,NA,NA,697193
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,16,NA,6312,1,NA,NA,NA,NA,698684
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,17,sound/3star.wav,6312,NA,3,16,NA,NA,700190
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,18,NA,6312,0,NA,NA,NA,NA,701603
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,60,NA,6312,0,NA,NA,NA,NA,761775
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,100,NA,6312,1,NA,NA,NA,NA,817017
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,101,sound/3star.wav,6312,NA,3,144,NA,NA,818521
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,102,NA,6312,2,NA,NA,NA,NA,819505
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,103,sound/1star.wav,6312,NA,1,145,NA,NA,821009
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,104,NA,6312,3,NA,NA,NA,NA,821985
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,105,sound/2star.wav,6312,NA,2,147,NA,NA,823496
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,106,NA,6312,0,NA,NA,NA,NA,825508
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,107,sound/6star.wav,6312,NA,6,153,NA,NA,827015
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,108,NA,6312,1,NA,NA,NA,NA,828493
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,109,sound/3star.wav,6312,NA,3,156,NA,NA,829996
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,110,NA,6312,2,NA,NA,NA,NA,831190
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,111,sound/1star.wav,6312,NA,1,157,NA,NA,832693
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,112,NA,6312,3,NA,NA,NA,NA,833517
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,113,sound/2star.wav,6312,NA,2,159,NA,NA,835020
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,114,NA,6312,1,NA,NA,NA,NA,835779
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,115,sound/3star.wav,6312,NA,3,162,NA,NA,837284
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,116,NA,6312,0,NA,NA,NA,NA,844352
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,117,sound/6star.wav,6312,NA,6,168,NA,NA,845858
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,118,NA,6312,1,NA,NA,NA,NA,847709
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,119,sound/3star.wav,6312,NA,3,171,NA,NA,849214
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,120,NA,6312,2,NA,NA,NA,NA,850044
I025,NA,NA,6/7/19,NA,NA,static,animation,1,NA,6312,NA,NA,NA,NA,[],630224
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,2,<img src='img/screen1d.png'></img>,6312,0,NA,NA,NA,NA,633617
I025,NA,NA,6/7/19,NA,NA,static,animation,3,NA,6312,NA,NA,NA,NA,[],654419
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,4,<img src='img/screen5e.jpg'></img>,6312,0,NA,NA,NA,NA,669533
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,5,<p align='center'></p>,6312,0,NA,NA,NA,NA,671441
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,6,NA,6312,2,NA,NA,NA,NA,676139
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,7,sound/1star.wav,6312,NA,1,1,NA,NA,677659
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,8,NA,6312,1,NA,NA,NA,NA,683520
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,9,sound/3star.wav,6312,NA,3,4,NA,NA,685028
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,10,NA,6312,0,NA,NA,NA,NA,688385
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,11,sound/6star.wav,6312,NA,6,10,NA,NA,689890
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,12,NA,6312,3,NA,NA,NA,NA,691347
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,13,sound/2star.wav,6312,NA,2,12,NA,NA,692852
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,93,sound/3star.wav,6312,NA,3,132,NA,NA,808522
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,94,NA,6312,2,NA,NA,NA,NA,809327
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,95,sound/1star.wav,6312,NA,1,133,NA,NA,810831
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,96,NA,6312,3,NA,NA,NA,NA,811768
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,97,sound/2star.wav,6312,NA,2,135,NA,NA,813272
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,19,sound/6star.wav,6312,NA,6,22,NA,NA,703105
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,20,NA,6312,3,NA,NA,NA,NA,705587
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,21,sound/2star.wav,6312,NA,2,24,NA,NA,707102
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,22,NA,6312,2,NA,NA,NA,NA,709087
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,23,sound/1star.wav,6312,NA,1,25,NA,NA,710591
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,24,NA,6312,0,NA,NA,NA,NA,711747
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,25,sound/6star.wav,6312,NA,6,31,NA,NA,713253
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,26,NA,6312,3,NA,NA,NA,NA,714529
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,27,sound/2star.wav,6312,NA,2,33,NA,NA,716034
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,147,sound/3star.wav,6312,NA,3,210,NA,NA,884577
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,148,NA,6312,0,NA,NA,NA,NA,885301
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,149,sound/6star.wav,6312,NA,6,216,NA,NA,886805
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,150,NA,6312,2,NA,NA,NA,NA,887512
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,151,sound/1star.wav,6312,NA,1,217,NA,NA,889017
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,152,NA,6312,3,NA,NA,NA,NA,889843
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,153,sound/2star.wav,6312,NA,2,219,NA,NA,891346
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,154,NA,6312,0,NA,NA,NA,NA,892079
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,155,sound/6star.wav,6312,NA,6,225,NA,NA,893584
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,156,NA,6312,1,NA,NA,NA,NA,896380
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,157,sound/3star.wav,6312,NA,3,228,NA,NA,897891
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,158,NA,6312,2,NA,NA,NA,NA,898878
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,159,sound/1star.wav,6312,NA,1,229,NA,NA,900383
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,160,NA,6312,3,NA,NA,NA,NA,902221
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,161,sound/2star.wav,6312,NA,2,231,NA,NA,903729
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,162,NA,6312,0,NA,NA,NA,NA,905086
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,163,sound/6star.wav,6312,NA,6,237,NA,NA,906592
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,164,NA,6312,2,NA,NA,NA,NA,908885
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,165,sound/1star.wav,6312,NA,1,238,NA,NA,910389
I025,NA,NA,6/7/19,NA,NA,static,audio-button-response,166,sound/celebration.wav,6312,0,NA,NA,NA,NA,920506
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,167,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",6312,2,NA,NA,correct,NA,926062
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,168,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",6312,3,NA,NA,correct,NA,931310
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,169,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",6312,1,NA,NA,correct,NA,935597
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,129,sound/1star.wav,6312,NA,1,184,NA,NA,860937
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,130,NA,6312,3,NA,NA,NA,NA,861772
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,131,sound/2star.wav,6312,NA,2,186,NA,NA,863276
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,132,NA,6312,3,NA,NA,NA,NA,864301
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,133,sound/2star.wav,6312,NA,2,188,NA,NA,865806
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,134,NA,6312,2,NA,NA,NA,NA,866666
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,135,sound/1star.wav,6312,NA,1,189,NA,NA,868169
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,136,NA,6312,0,NA,NA,NA,NA,869187
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,98,NA,6312,0,NA,NA,NA,NA,814271
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,99,sound/6star.wav,6312,NA,6,141,NA,NA,815776
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,139,sound/3star.wav,6312,NA,3,198,NA,NA,873960
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,140,NA,6312,2,NA,NA,NA,NA,875718
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,141,sound/1star.wav,6312,NA,1,199,NA,NA,877223
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,142,NA,6312,3,NA,NA,NA,NA,878239
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,143,sound/2star.wav,6312,NA,2,201,NA,NA,879746
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,144,NA,6312,0,NA,NA,NA,NA,880647
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,145,sound/6star.wav,6312,NA,6,207,NA,NA,882159
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,146,NA,6312,1,NA,NA,NA,NA,883072
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,124,NA,6312,0,NA,NA,NA,NA,854617
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,121,sound/1star.wav,6312,NA,1,172,NA,NA,851546
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,122,NA,6312,3,NA,NA,NA,NA,852331
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,123,sound/2star.wav,6312,NA,2,174,NA,NA,853834
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,128,NA,6312,2,NA,NA,NA,NA,859432
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,125,sound/6star.wav,6312,NA,6,180,NA,NA,856124
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,126,NA,6312,1,NA,NA,NA,NA,857198
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,127,sound/3star.wav,6312,NA,3,183,NA,NA,858708
I025,NA,NA,6/7/19,NA,NA,static,audio-keyboard-response,137,sound/6star.wav,6312,NA,6,195,NA,NA,870691
I025,NA,NA,6/7/19,NA,NA,static,html-button-response,138,NA,6312,1,NA,NA,NA,NA,872450
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,135,sound/3star.wav,1236,NA,3,229,NA,NA,281624
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,146,NA,1236,2,NA,NA,NA,NA,294668
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,147,sound/3star.wav,1236,NA,3,253,NA,NA,296171
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,144,NA,1236,1,NA,NA,NA,NA,292473
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,145,sound/2star.wav,1236,NA,2,250,NA,NA,293978
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,137,sound/2star.wav,1236,NA,2,231,NA,NA,283963
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,138,NA,1236,2,NA,NA,NA,NA,284981
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,148,NA,1236,0,NA,NA,NA,NA,297007
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,136,NA,1236,1,NA,NA,NA,NA,282458
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,141,sound/6star.wav,1236,NA,6,240,NA,NA,288975
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,142,NA,1236,0,NA,NA,NA,NA,289820
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,143,sound/8star.wav,1236,NA,8,248,NA,NA,291325
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,119,sound/8star.wav,1236,NA,8,196,NA,NA,262270
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,120,NA,1236,1,NA,NA,NA,NA,263227
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,121,sound/2star.wav,1236,NA,2,198,NA,NA,264732
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,123,sound/3star.wav,1236,NA,3,201,NA,NA,266988
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,124,NA,1236,3,NA,NA,NA,NA,267901
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,125,sound/6star.wav,1236,NA,6,207,NA,NA,269405
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,126,NA,1236,1,NA,NA,NA,NA,270304
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,127,sound/2star.wav,1236,NA,2,209,NA,NA,271808
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,139,sound/3star.wav,1236,NA,3,234,NA,NA,286484
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,140,NA,1236,3,NA,NA,NA,NA,287469
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,6,NA,1236,0,NA,NA,NA,NA,118914
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,128,NA,1236,2,NA,NA,NA,NA,272518
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,129,sound/3star.wav,1236,NA,3,212,NA,NA,274024
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,130,NA,1236,0,NA,NA,NA,NA,274733
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,131,sound/8star.wav,1236,NA,8,220,NA,NA,276237
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,132,NA,1236,3,NA,NA,NA,NA,277655
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,133,sound/6star.wav,1236,NA,6,226,NA,NA,279159
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,134,NA,1236,2,NA,NA,NA,NA,280118
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,54,NA,1236,3,NA,NA,NA,NA,180289
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,55,sound/6star.wav,1236,NA,6,71,NA,NA,181794
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,56,NA,1236,1,NA,NA,NA,NA,182778
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,57,sound/2star.wav,1236,NA,2,73,NA,NA,184283
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,58,NA,1236,2,NA,NA,NA,NA,185131
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,59,sound/3star.wav,1236,NA,3,76,NA,NA,186637
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,60,NA,1236,0,NA,NA,NA,NA,187397
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,61,sound/1star.wav,1236,NA,1,77,NA,NA,188902
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,62,NA,1236,3,NA,NA,NA,NA,189634
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,63,sound/6star.wav,1236,NA,6,83,NA,NA,191138
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,64,NA,1236,1,NA,NA,NA,NA,192593
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,65,sound/2star.wav,1236,NA,2,85,NA,NA,194100
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,66,NA,1236,2,NA,NA,NA,NA,194868
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,67,sound/3star.wav,1236,NA,3,88,NA,NA,196376
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,149,sound/8star.wav,1236,NA,8,261,NA,NA,298512
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,150,NA,1236,3,NA,NA,NA,NA,299683
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,151,sound/6star.wav,1236,NA,6,267,NA,NA,301187
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,152,NA,1236,1,NA,NA,NA,NA,302246
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,153,sound/2star.wav,1236,NA,2,269,NA,NA,303751
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,154,NA,1236,2,NA,NA,NA,NA,304489
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,155,sound/3star.wav,1236,NA,3,272,NA,NA,306004
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,156,NA,1236,0,NA,NA,NA,NA,306877
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,157,sound/8star.wav,1236,NA,8,280,NA,NA,308388
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,158,NA,1236,1,NA,NA,NA,NA,315338
I026,NA,NA,6/7/19,NA,NA,dynamic,audio-keyboard-response,159,sound/2star.wav,1236,NA,2,282,NA,NA,316844
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,122,NA,1236,2,NA,NA,NA,NA,265482
I026,NA,NA,6/7/19,NA,NA,dynamic,html-button-response,0,NA,1236,0,NA,NA,NA,NA,70022
I026,NA,NA,6/7/19,NA,NA,dynamic,animation,1,NA,1236,NA,NA,NA,NA,[],82032
