subjID,age,dob,dot,gender,language,condition,trial_type,trial_index,stimulus,pointvals_firsthalf,button_pressed,earnedThis,earnedCumulative,posttest,responses,time_elapsed
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,148,NA,3261,1,NA,NA,NA,NA,365233
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,149,sound/2star.wav,3261,NA,2,267,NA,NA,366737
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,69,sound/3star.wav,3261,NA,3,94,NA,NA,252028
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,70,NA,3261,2,NA,NA,NA,NA,253097
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,71,sound/6star.wav,3261,NA,6,100,NA,NA,254603
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,72,NA,3261,2,NA,NA,NA,NA,262399
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,73,sound/6star.wav,3261,NA,6,106,NA,NA,263903
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,74,NA,3261,2,NA,NA,NA,NA,266102
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,75,sound/6star.wav,3261,NA,6,112,NA,NA,267618
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,76,NA,3261,3,NA,NA,NA,NA,268608
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,77,sound/1star.wav,3261,NA,1,113,NA,NA,270111
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,78,NA,3261,0,NA,NA,NA,NA,271149
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,79,sound/3star.wav,3261,NA,3,116,NA,NA,272656
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,80,NA,3261,1,NA,NA,NA,NA,273473
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,81,sound/2star.wav,3261,NA,2,118,NA,NA,274975
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,163,sound/6star.wav,3261,NA,6,303,NA,NA,385770
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,164,NA,3261,1,NA,NA,NA,NA,386548
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,165,sound/2star.wav,3261,NA,2,305,NA,NA,388053
I035,NA,NA,NA,NA,NA,dynamic,audio-button-response,166,sound/celebration.wav,3261,0,NA,NA,NA,NA,399938
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,167,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",3261,3,NA,NA,correct,NA,407569
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,168,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",3261,1,NA,NA,correct,NA,414712
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,169,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",3261,2,NA,NA,incorrect,NA,421759
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,170,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",3261,2,NA,NA,correct,NA,429171
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,171,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",3261,3,NA,NA,correct,NA,434546
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,172,Which monster did you like the most?</p>,3261,2,NA,NA,NA,NA,442572
I035,NA,NA,NA,NA,NA,dynamic,survey-text,173,NA,3261,NA,NA,NA,NA,"{""Q0"":""First thought it had the most and also favorite color""}",478932
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,134,NA,3261,1,NA,NA,NA,NA,346900
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,135,sound/2star.wav,3261,NA,2,232,NA,NA,348404
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,136,NA,3261,2,NA,NA,NA,NA,349276
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,137,sound/6star.wav,3261,NA,6,238,NA,NA,350780
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,138,NA,3261,3,NA,NA,NA,NA,351853
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,139,sound/8star.wav,3261,NA,8,246,NA,NA,353359
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,140,NA,3261,0,NA,NA,NA,NA,354561
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,60,NA,3261,1,NA,NA,NA,NA,240449
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,61,sound/2star.wav,3261,NA,2,85,NA,NA,241954
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,62,NA,3261,0,NA,NA,NA,NA,242999
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,63,sound/3star.wav,3261,NA,3,88,NA,NA,244504
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,64,NA,3261,3,NA,NA,NA,NA,245587
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,65,sound/1star.wav,3261,NA,1,89,NA,NA,247092
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,66,NA,3261,1,NA,NA,NA,NA,248108
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,67,sound/2star.wav,3261,NA,2,91,NA,NA,249613
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,68,NA,3261,0,NA,NA,NA,NA,250520
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,109,sound/8star.wav,3261,NA,8,179,NA,NA,311391
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,110,NA,3261,2,NA,NA,NA,NA,313013
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,111,sound/6star.wav,3261,NA,6,185,NA,NA,314524
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,112,NA,3261,1,NA,NA,NA,NA,315880
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,113,sound/2star.wav,3261,NA,2,187,NA,NA,317383
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,114,NA,3261,0,NA,NA,NA,NA,318309
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,115,sound/3star.wav,3261,NA,3,190,NA,NA,319816
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,116,NA,3261,2,NA,NA,NA,NA,323692
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,117,sound/6star.wav,3261,NA,6,196,NA,NA,325197
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,118,NA,3261,3,NA,NA,NA,NA,326115
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,119,sound/8star.wav,3261,NA,8,204,NA,NA,327619
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,120,NA,3261,1,NA,NA,NA,NA,328766
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,121,sound/2star.wav,3261,NA,2,206,NA,NA,330270
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,122,NA,3261,0,NA,NA,NA,NA,331010
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,0,NA,3261,0,NA,NA,NA,NA,77024
I035,NA,NA,NA,NA,NA,dynamic,animation,1,NA,3261,NA,NA,NA,NA,[],89033
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,2,<img src='img/screen1d.png'></img>,3261,0,NA,NA,NA,NA,90521
I035,NA,NA,NA,NA,NA,dynamic,animation,3,NA,3261,NA,NA,NA,NA,[],111328
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,4,<img src='img/screen5e.jpg'></img>,3261,0,NA,NA,NA,NA,120644
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,5,<p align='center'></p>,3261,0,NA,NA,NA,NA,150319
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,6,NA,3261,1,NA,NA,NA,NA,154632
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,7,sound/2star.wav,3261,NA,2,2,NA,NA,156141
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,8,NA,3261,2,NA,NA,NA,NA,158912
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,49,sound/6star.wav,3261,NA,6,68,NA,NA,225241
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,50,NA,3261,0,NA,NA,NA,NA,227803
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,51,sound/3star.wav,3261,NA,3,71,NA,NA,229308
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,52,NA,3261,3,NA,NA,NA,NA,230832
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,53,sound/1star.wav,3261,NA,1,72,NA,NA,232338
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,54,NA,3261,1,NA,NA,NA,NA,233148
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,55,sound/2star.wav,3261,NA,2,74,NA,NA,234652
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,56,NA,3261,0,NA,NA,NA,NA,235496
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,57,sound/3star.wav,3261,NA,3,77,NA,NA,237002
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,58,NA,3261,2,NA,NA,NA,NA,237772
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,19,sound/1star.wav,3261,NA,1,21,NA,NA,182621
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,20,NA,3261,1,NA,NA,NA,NA,184752
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,21,sound/2star.wav,3261,NA,2,23,NA,NA,186256
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,22,NA,3261,0,NA,NA,NA,NA,187755
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,23,sound/3star.wav,3261,NA,3,26,NA,NA,189261
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,24,NA,3261,2,NA,NA,NA,NA,190537
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,25,sound/6star.wav,3261,NA,6,32,NA,NA,192041
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,26,NA,3261,1,NA,NA,NA,NA,194287
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,27,sound/2star.wav,3261,NA,2,34,NA,NA,195791
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,28,NA,3261,0,NA,NA,NA,NA,197351
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,29,sound/3star.wav,3261,NA,3,37,NA,NA,198855
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,30,NA,3261,3,NA,NA,NA,NA,200398
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,31,sound/1star.wav,3261,NA,1,38,NA,NA,201903
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,32,NA,3261,2,NA,NA,NA,NA,202841
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,33,sound/6star.wav,3261,NA,6,44,NA,NA,204345
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,34,NA,3261,0,NA,NA,NA,NA,205647
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,35,sound/3star.wav,3261,NA,3,47,NA,NA,207155
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,36,NA,3261,3,NA,NA,NA,NA,208508
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,37,sound/1star.wav,3261,NA,1,48,NA,NA,210011
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,38,NA,3261,1,NA,NA,NA,NA,210988
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,39,sound/2star.wav,3261,NA,2,50,NA,NA,212494
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,40,NA,3261,2,NA,NA,NA,NA,213546
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,41,sound/6star.wav,3261,NA,6,56,NA,NA,215052
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,42,NA,3261,0,NA,NA,NA,NA,216350
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,43,sound/3star.wav,3261,NA,3,59,NA,NA,217856
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,44,NA,3261,3,NA,NA,NA,NA,218816
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,45,sound/1star.wav,3261,NA,1,60,NA,NA,220320
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,46,NA,3261,1,NA,NA,NA,NA,221157
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,47,sound/2star.wav,3261,NA,2,62,NA,NA,222660
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,48,NA,3261,2,NA,NA,NA,NA,223737
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,91,sound/3star.wav,3261,NA,3,133,NA,NA,288579
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,92,NA,3261,3,NA,NA,NA,NA,289438
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,93,sound/8star.wav,3261,NA,8,141,NA,NA,290943
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,94,NA,3261,2,NA,NA,NA,NA,292896
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,95,sound/6star.wav,3261,NA,6,147,NA,NA,294402
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,96,NA,3261,1,NA,NA,NA,NA,295299
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,97,sound/2star.wav,3261,NA,2,149,NA,NA,296804
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,98,NA,3261,0,NA,NA,NA,NA,297742
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,99,sound/3star.wav,3261,NA,3,152,NA,NA,299244
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,100,NA,3261,3,NA,NA,NA,NA,300011
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,59,sound/6star.wav,3261,NA,6,83,NA,NA,239277
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,102,NA,3261,2,NA,NA,NA,NA,302593
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,103,sound/6star.wav,3261,NA,6,166,NA,NA,304098
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,104,NA,3261,1,NA,NA,NA,NA,305119
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,105,sound/2star.wav,3261,NA,2,168,NA,NA,306623
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,106,NA,3261,0,NA,NA,NA,NA,307604
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,107,sound/3star.wav,3261,NA,3,171,NA,NA,309108
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,108,NA,3261,3,NA,NA,NA,NA,309886
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,82,NA,3261,0,NA,NA,NA,NA,276425
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,83,sound/3star.wav,3261,NA,3,121,NA,NA,277929
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,84,NA,3261,3,NA,NA,NA,NA,279004
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,85,sound/1star.wav,3261,NA,1,122,NA,NA,280508
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,86,NA,3261,2,NA,NA,NA,NA,282231
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,87,sound/6star.wav,3261,NA,6,128,NA,NA,283740
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,88,NA,3261,1,NA,NA,NA,NA,284744
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,89,sound/2star.wav,3261,NA,2,130,NA,NA,286250
I035,NA,NA,NA,NA,NA,dynamic,html-button-response,90,NA,3261,0,NA,NA,NA,NA,287073
I035,NA,NA,NA,NA,NA,dynamic,audio-keyboard-response,101,sound/8star.wav,3261,NA,8,160,NA,NA,301516
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,93,sound/2star.wav,3261,NA,2,133,NA,NA,251842
I037,NA,NA,NA,NA,NA,static,html-button-response,94,NA,3261,3,NA,NA,NA,NA,254330
I037,NA,NA,NA,NA,NA,static,html-button-response,96,NA,3261,0,NA,NA,NA,NA,257821
I037,NA,NA,NA,NA,NA,static,html-button-response,84,NA,3261,2,NA,NA,NA,NA,237519
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,85,sound/6star.wav,3261,NA,6,121,NA,NA,239022
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,95,sound/1star.wav,3261,NA,1,134,NA,NA,255833
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,87,sound/1star.wav,3261,NA,1,122,NA,NA,242383
I037,NA,NA,NA,NA,NA,static,html-button-response,88,NA,3261,0,NA,NA,NA,NA,244026
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,89,sound/3star.wav,3261,NA,3,125,NA,NA,245535
I037,NA,NA,NA,NA,NA,static,html-button-response,86,NA,3261,3,NA,NA,NA,NA,240880
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,91,sound/6star.wav,3261,NA,6,131,NA,NA,248748
I037,NA,NA,NA,NA,NA,static,html-button-response,92,NA,3261,1,NA,NA,NA,NA,250335
I037,NA,NA,NA,NA,NA,static,html-button-response,26,NA,3261,1,NA,NA,NA,NA,137209
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,27,sound/2star.wav,3261,NA,2,35,NA,NA,138713
I037,NA,NA,NA,NA,NA,static,html-button-response,28,NA,3261,3,NA,NA,NA,NA,140773
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,29,sound/1star.wav,3261,NA,1,36,NA,NA,142278
I037,NA,NA,NA,NA,NA,static,html-button-response,30,NA,3261,0,NA,NA,NA,NA,144127
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,31,sound/3star.wav,3261,NA,3,39,NA,NA,145630
I037,NA,NA,NA,NA,NA,static,html-button-response,32,NA,3261,1,NA,NA,NA,NA,147368
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,33,sound/2star.wav,3261,NA,2,41,NA,NA,148872
I037,NA,NA,NA,NA,NA,static,html-button-response,34,NA,3261,3,NA,NA,NA,NA,150573
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,35,sound/1star.wav,3261,NA,1,42,NA,NA,152076
I037,NA,NA,NA,NA,NA,static,html-button-response,90,NA,3261,2,NA,NA,NA,NA,247244
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,77,sound/6star.wav,3261,NA,6,109,NA,NA,226408
I037,NA,NA,NA,NA,NA,static,html-button-response,78,NA,3261,3,NA,NA,NA,NA,228735
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,79,sound/1star.wav,3261,NA,1,110,NA,NA,230248
I037,NA,NA,NA,NA,NA,static,html-button-response,80,NA,3261,1,NA,NA,NA,NA,232002
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,81,sound/2star.wav,3261,NA,2,112,NA,NA,233506
I037,NA,NA,NA,NA,NA,static,html-button-response,82,NA,3261,0,NA,NA,NA,NA,234755
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,83,sound/3star.wav,3261,NA,3,115,NA,NA,236259
I037,NA,NA,NA,NA,NA,static,html-button-response,124,NA,3261,2,NA,NA,NA,NA,307451
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,125,sound/6star.wav,3261,NA,6,186,NA,NA,308957
I037,NA,NA,NA,NA,NA,static,html-button-response,126,NA,3261,1,NA,NA,NA,NA,311848
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,127,sound/2star.wav,3261,NA,2,188,NA,NA,313353
I037,NA,NA,NA,NA,NA,static,html-button-response,128,NA,3261,3,NA,NA,NA,NA,314877
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,129,sound/1star.wav,3261,NA,1,189,NA,NA,316382
I037,NA,NA,NA,NA,NA,static,html-button-response,130,NA,3261,2,NA,NA,NA,NA,317846
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,131,sound/6star.wav,3261,NA,6,195,NA,NA,319350
I037,NA,NA,NA,NA,NA,static,html-button-response,132,NA,3261,0,NA,NA,NA,NA,321513
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,133,sound/3star.wav,3261,NA,3,198,NA,NA,323023
I037,NA,NA,NA,NA,NA,static,html-button-response,134,NA,3261,1,NA,NA,NA,NA,325181
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,135,sound/2star.wav,3261,NA,2,200,NA,NA,326687
I037,NA,NA,NA,NA,NA,static,html-button-response,136,NA,3261,3,NA,NA,NA,NA,328223
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,137,sound/1star.wav,3261,NA,1,201,NA,NA,329727
I037,NA,NA,NA,NA,NA,static,html-button-response,138,NA,3261,0,NA,NA,NA,NA,330931
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,139,sound/3star.wav,3261,NA,3,204,NA,NA,332439
I037,NA,NA,NA,NA,NA,static,html-button-response,140,NA,3261,2,NA,NA,NA,NA,333841
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,141,sound/6star.wav,3261,NA,6,210,NA,NA,335346
I037,NA,NA,NA,NA,NA,static,html-button-response,142,NA,3261,1,NA,NA,NA,NA,337447
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,143,sound/2star.wav,3261,NA,2,212,NA,NA,338949
I037,NA,NA,NA,NA,NA,static,html-button-response,144,NA,3261,0,NA,NA,NA,NA,340179
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,145,sound/3star.wav,3261,NA,3,215,NA,NA,341687
I037,NA,NA,NA,NA,NA,static,html-button-response,146,NA,3261,2,NA,NA,NA,NA,342940
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,147,sound/6star.wav,3261,NA,6,221,NA,NA,344443
I037,NA,NA,NA,NA,NA,static,html-button-response,148,NA,3261,3,NA,NA,NA,NA,345779
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,149,sound/1star.wav,3261,NA,1,222,NA,NA,347283
I037,NA,NA,NA,NA,NA,static,html-button-response,150,NA,3261,0,NA,NA,NA,NA,349332
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,151,sound/3star.wav,3261,NA,3,225,NA,NA,350837
I037,NA,NA,NA,NA,NA,static,html-button-response,152,NA,3261,2,NA,NA,NA,NA,352222
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,153,sound/6star.wav,3261,NA,6,231,NA,NA,353728
I037,NA,NA,NA,NA,NA,static,html-button-response,154,NA,3261,3,NA,NA,NA,NA,355192
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,155,sound/1star.wav,3261,NA,1,232,NA,NA,356695
I037,NA,NA,NA,NA,NA,static,html-button-response,156,NA,3261,1,NA,NA,NA,NA,357712
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,157,sound/2star.wav,3261,NA,2,234,NA,NA,359219
I037,NA,NA,NA,NA,NA,static,html-button-response,158,NA,3261,0,NA,NA,NA,NA,361034
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,159,sound/3star.wav,3261,NA,3,237,NA,NA,362539
I037,NA,NA,NA,NA,NA,static,html-button-response,160,NA,3261,2,NA,NA,NA,NA,364160
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,161,sound/6star.wav,3261,NA,6,243,NA,NA,365663
I037,NA,NA,NA,NA,NA,static,html-button-response,162,NA,3261,2,NA,NA,NA,NA,374013
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,163,sound/6star.wav,3261,NA,6,249,NA,NA,375519
I037,NA,NA,NA,NA,NA,static,html-button-response,164,NA,3261,1,NA,NA,NA,NA,378516
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,165,sound/2star.wav,3261,NA,2,251,NA,NA,380022
I037,NA,NA,NA,NA,NA,static,audio-button-response,166,sound/celebration.wav,3261,0,NA,NA,NA,NA,391978
I037,NA,NA,NA,NA,NA,static,html-button-response,167,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",3261,3,NA,NA,correct,NA,400655
I037,NA,NA,NA,NA,NA,static,html-button-response,168,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",3261,1,NA,NA,correct,NA,409545
I037,NA,NA,NA,NA,NA,static,html-button-response,169,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",3261,0,NA,NA,correct,NA,417020
I037,NA,NA,NA,NA,NA,static,html-button-response,170,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",3261,2,NA,NA,correct,NA,424718
I037,NA,NA,NA,NA,NA,static,html-button-response,171,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",3261,4,NA,NA,correct,NA,429398
I037,NA,NA,NA,NA,NA,static,html-button-response,172,Which monster did you like the most?</p>,3261,0,NA,NA,NA,NA,437279
I037,NA,NA,NA,NA,NA,static,survey-text,173,NA,3261,NA,NA,NA,NA,"{""Q0"":""Just like the color""}",453040
I037,NA,NA,NA,NA,NA,static,html-button-response,52,NA,3261,1,NA,NA,NA,NA,181094
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,53,sound/2star.wav,3261,NA,2,71,NA,NA,182600
I037,NA,NA,NA,NA,NA,static,html-button-response,54,NA,3261,0,NA,NA,NA,NA,184499
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,55,sound/3star.wav,3261,NA,3,74,NA,NA,186005
I037,NA,NA,NA,NA,NA,static,html-button-response,56,NA,3261,3,NA,NA,NA,NA,187388
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,57,sound/1star.wav,3261,NA,1,75,NA,NA,188891
I037,NA,NA,NA,NA,NA,static,html-button-response,58,NA,3261,0,NA,NA,NA,NA,191733
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,59,sound/3star.wav,3261,NA,3,78,NA,NA,193239
I037,NA,NA,NA,NA,NA,static,html-button-response,60,NA,3261,2,NA,NA,NA,NA,195452
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,61,sound/6star.wav,3261,NA,6,84,NA,NA,196956
I037,NA,NA,NA,NA,NA,static,html-button-response,62,NA,3261,0,NA,NA,NA,NA,205775
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,63,sound/3star.wav,3261,NA,3,87,NA,NA,207284
I037,NA,NA,NA,NA,NA,static,html-button-response,64,NA,3261,2,NA,NA,NA,NA,208323
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,65,sound/6star.wav,3261,NA,6,93,NA,NA,209829
I037,NA,NA,NA,NA,NA,static,html-button-response,66,NA,3261,1,NA,NA,NA,NA,210917
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,67,sound/2star.wav,3261,NA,2,95,NA,NA,212421
I037,NA,NA,NA,NA,NA,static,html-button-response,68,NA,3261,3,NA,NA,NA,NA,213314
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,69,sound/1star.wav,3261,NA,1,96,NA,NA,214819
I037,NA,NA,NA,NA,NA,static,html-button-response,70,NA,3261,1,NA,NA,NA,NA,215854
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,71,sound/2star.wav,3261,NA,2,98,NA,NA,217358
I037,NA,NA,NA,NA,NA,static,html-button-response,72,NA,3261,0,NA,NA,NA,NA,218541
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,73,sound/3star.wav,3261,NA,3,101,NA,NA,220044
I037,NA,NA,NA,NA,NA,static,html-button-response,74,NA,3261,1,NA,NA,NA,NA,222292
I037,NA,NA,NA,NA,NA,static,audio-keyboard-response,75,sound/2star.wav,3261,NA,2,103,NA,NA,223799
I037,NA,NA,NA,NA,NA,static,html-button-response,76,NA,3261,2,NA,NA,NA,NA,224903
